feature,importance,Label,,
crntmreas6___999,0,,,
crntmreas6___777,0,,,
crntmreas7___1,0,,,
crntmreas7___2,0,,,
crntmreas7___3,0,,,
crntmreas7___4,0,,,
crntmreas7___5,0,,,
crntmreas5___3,0,,,
crntmreas5___1,0,,,
crntmreas2___7,0,,,
crntmreas3___8,0,,,
crntmreas2___8,0,,,
crntmreas2___999,0,,,
crntmreas2___777,0,,,
crntmreas3___1,0,,,
crntmreas3___2,0,,,
crntmreas3___3,0,,,
crntmreas3___4,0,,,
crntmreas3___5,0,,,
crntmreas3___6,0,,,
crntmreas3___7,0,,,
crntmreas3___999,0,,,
crntmreas4___777,0,,,
crntmreas3___777,0,,,
crntmreas4___1,0,,,
crntmreas4___2,0,,,
crntmreas4___3,0,,,
crntmreas4___4,0,,,
crntmreas4___5,0,,,
crntmreas4___6,0,,,
crntmreas4___7,0,,,
crntmreas4___8,0,,,
crntmreas4___999,0,,,
crntmreas17___777,0,,,
crntmreas18___1,0,,,
crntmreas18___2,0,,,
crntmreas32___3,0,,,
crntmreas31___3,0,,,
crntmreas31___4,0,,,
crntmreas31___5,0,,,
crntmreas31___6,0,,,
crntmreas31___7,0,,,
crntmreas31___8,0,,,
crntmreas31___999,0,,,
crntmreas31___777,0,,,
crntmreas32___1,0,,,
crntmreas32___2,0,,,
crntmreas32___4,0,,,
crntmreas31___1,0,,,
crntmreas32___5,0,,,
crntmreas32___6,0,,,
crntmreas32___7,0,,,
crntmreas32___8,0,,,
crntmreas32___999,0,,,
crntmreas32___777,0,,,
crntmreas33___1,0,,,
crntmreas33___2,0,,,
crntmreas33___3,0,,,
crntmreas33___4,0,,,
crntmreas31___2,0,,,
crntmreas30___777,0,,,
crntmreas33___6,0,,,
crntmreas29___7,0,,,
crntmreas28___7,0,,,
crntmreas28___8,0,,,
crntmreas28___999,0,,,
crntmreas28___777,0,,,
crntmreas29___1,0,,,
crntmreas29___2,0,,,
crntmreas29___3,0,,,
crntmreas29___4,0,,,
crntmreas29___5,0,,,
crntmreas29___6,0,,,
crntmreas29___8,0,,,
crntmreas30___999,0,,,
crntmreas29___999,0,,,
crntmreas29___777,0,,,
crntmreas30___1,0,,,
crntmreas30___2,0,,,
crntmreas30___3,0,,,
crntmreas30___4,0,,,
crntmreas30___5,0,,,
crntmreas30___6,0,,,
crntmreas30___7,0,,,
crntmreas30___8,0,,,
crntmreas33___5,0,,,
crntmreas33___7,0,,,
crntmreas18___3,0,,,
crntmreas37___5,0,,,
crntmreas36___5,0,,,
crntmreas36___6,0,,,
crntmreas36___7,0,,,
crntmreas36___8,0,,,
crntmreas36___999,0,,,
crntmreas36___777,0,,,
crntmreas37___1,0,,,
crntmreas37___2,0,,,
crntmreas37___3,0,,,
crntmreas37___4,0,,,
crntmreas37___6,0,,,
crntmreas36___3,0,,,
crntmreas37___7,0,,,
crntmreas37___8,0,,,
crntmreas37___999,0,,,
crntmreas37___777,0,,,
crntmreas38___1,0,,,
crntmreas38___2,0,,,
crntmreas38___3,0,,,
crntmreas38___4,0,,,
crntmreas38___5,0,,,
crntmreas38___6,0,,,
crntmreas36___4,0,,,
crntmreas36___2,0,,,
crntmreas33___8,0,,,
crntmreas34___999,0,,,
crntmreas33___999,0,,,
crntmreas33___777,0,,,
crntmreas34___1,0,,,
crntmreas34___2,0,,,
crntmreas34___3,0,,,
crntmreas34___4,0,,,
crntmreas34___5,0,,,
crntmreas34___6,0,,,
crntmreas34___7,0,,,
crntmreas34___8,0,,,
crntmreas34___777,0,,,
crntmreas36___1,0,,,
crntmreas35___1,0,,,
crntmreas35___2,0,,,
crntmreas35___3,0,,,
crntmreas35___4,0,,,
crntmreas35___5,0,,,
crntmreas35___6,0,,,
crntmreas35___7,0,,,
crntmreas35___8,0,,,
pastmreas17___6,0,,,
crntmreas35___777,0,,,
crntmreas28___6,0,,,
crntmreas28___5,0,,,
crntmreas28___4,0,,,
crntmreas21___777,0,,,
crntmreas20___777,0,,,
crntmreas21___1,0,,,
crntmreas21___2,0,,,
crntmreas21___3,0,,,
crntmreas21___4,0,,,
crntmreas21___5,0,,,
crntmreas21___6,0,,,
crntmreas21___7,0,,,
crntmreas21___8,0,,,
crntmreas21___999,0,,,
crntmreas22___1,0,,,
crntmreas20___8,0,,,
crntmreas22___2,0,,,
crntmreas22___3,0,,,
crntmreas22___4,0,,,
crntmreas22___5,0,,,
crntmreas22___6,0,,,
crntmreas22___7,0,,,
crntmreas22___8,0,,,
crntmreas22___999,0,,,
crntmreas22___777,0,,,
crntmreas23___1,0,,,
crntmreas20___999,0,,,
crntmreas20___7,0,,,
crntmreas28___3,0,,,
crntmreas19___4,0,,,
crntmreas18___4,0,,,
crntmreas18___5,0,,,
crntmreas18___6,0,,,
crntmreas18___7,0,,,
crntmreas18___8,0,,,
crntmreas18___999,0,,,
crntmreas18___777,0,,,
crntmreas19___1,0,,,
crntmreas19___2,0,,,
crntmreas19___3,0,,,
crntmreas19___5,0,,,
crntmreas20___6,0,,,
crntmreas19___6,0,,,
crntmreas19___7,0,,,
crntmreas19___8,0,,,
crntmreas19___999,0,,,
crntmreas19___777,0,,,
crntmreas20___1,0,,,
crntmreas20___2,0,,,
crntmreas20___3,0,,,
crntmreas20___4,0,,,
crntmreas20___5,0,,,
crntmreas23___2,0,,,
crntmreas23___3,0,,,
crntmreas23___4,0,,,
crntmreas27___1,0,,,
crntmreas26___1,0,,,
crntmreas26___2,0,,,
crntmreas26___3,0,,,
crntmreas26___4,0,,,
crntmreas26___5,0,,,
crntmreas26___6,0,,,
crntmreas26___7,0,,,
crntmreas26___8,0,,,
crntmreas26___999,0,,,
crntmreas26___777,0,,,
crntmreas27___2,0,,,
crntmreas23___5,0,,,
crntmreas27___3,0,,,
crntmreas27___4,0,,,
crntmreas27___5,0,,,
crntmreas27___6,0,,,
crntmreas27___7,0,,,
crntmreas27___8,0,,,
crntmreas27___999,0,,,
crntmreas27___777,0,,,
crntmreas28___1,0,,,
crntmreas28___2,0,,,
crntmreas25___777,0,,,
crntmreas25___999,0,,,
crntmreas25___8,0,,,
crntmreas25___7,0,,,
crntmreas23___6,0,,,
crntmreas23___7,0,,,
crntmreas23___8,0,,,
crntmreas23___999,0,,,
crntmreas23___777,0,,,
crntmreas24___1,0,,,
crntmreas24___2,0,,,
crntmreas24___3,0,,,
crntmreas24___4,0,,,
crntmreas24___5,0,,,
crntmreas24___6,0,,,
crntmreas24___7,0,,,
crntmreas24___8,0,,,
crntmreas24___999,0,,,
crntmreas24___777,0,,,
crntmreas25___1,0,,,
crntmreas25___2,0,,,
crntmreas25___3,0,,,
crntmreas25___4,0,,,
crntmreas25___5,0,,,
crntmreas25___6,0,,,
pastmreas17___5,0,,,
MD_SCP_R,0,,,
pastmreas17___7,0,,,
angryslow,0,,,
feelbang,0,,,
feelhit,0,,,
feelswear,0,,,
feelannoy,0,,,
feelkick,0,,,
feelscream,0,,,
feelpound,0,,,
colhdiv___1,0,,,
prohleag___999,0,,,
prohleag___777,0,,,
annoyrecog,0,,,
collev___999,0,,,
madsay,0,,,
furiouscrit,0,,,
frusthit,0,,,
infuriated,0,,,
prohleag___3,0,,,
expranger,0,,,
prohleag___2,0,,,
patientoth,0,,,
tellfeeling,0,,,
prohleag___1,0,,,
feelmad,0,,,
feelbreak,0,,,
feelyell,0,,,
feelangry,0,,,
injselfpurp,0,,,
suicattempt,0,,,
slapnead,0,,,
remd,0,,,
hyposomd,0,,,
hyposomdtreat___1,0,,,
colhdiv___2,0,,,
hyposomdtreat___3,0,,,
hyposomdtreat___0,0,,,
hypersomd,0,,,
hypersomdtreat___2,0,,,
hypersomdtreat___3,0,,,
hypersomdtreat___0,0,,,
restlegd,0,,,
restlegdtreat___1,0,,,
restlegdtreat___2,0,,,
restlegdtreat___3,0,,,
restlegdtreat___5,0,,,
restlegdtreat___999,0,,,
feelfur,0,,,
feelirr,0,,,
prohleag___0,0,,,
losetemp,0,,,
pastmreas17___8,0,,,
illdrug___1,0,,,
alcoholicoth,0,,,
drunkdrive,0,,,
alclaw,0,,,
drinkingprob,0,,,
lhCerebralWhiteMatterVol,0,,,
alctreat___1,0,,,
alctreat___2,0,,,
alctreat___3,0,,,
alctreat___999,0,,,
alctreat___777,0,,,
illdrug___2,0,,,
simmer,0,,,
illdrug___3,0,,,
illdrug___4,0,,,
illdrug___5,0,,,
illdrug___6,0,,,
illdrug___7,0,,,
illdrug___0,0,,,
presdrug___1,0,,,
presdrug___2,0,,,
presdrug___3,0,,,
presdrug___4,0,,,
alcoholicself,0,,,
MaskVol_to_eTIV,0,,,
alcinjure,0,,,
proleag___0,0,,,
collev___777,0,,,
collev___2,0,,,
sootheanger,0,,,
controlbeh,0,,,
collev___1,0,,,
becomecalm,0,,,
grudge,0,,,
stoplosetemp,0,,,
collev___0,0,,,
reduceang,0,,,
proleag___999,0,,,
tolerant,0,,,
proleag___777,0,,,
calmdown,0,,,
proleag___4,0,,,
controlangryfeel,0,,,
tryrelax,0,,,
proleag___3,0,,,
sang,0,,,
proleag___2,0,,,
proleag___1,0,,,
suicprep,0,,,
impkillself,0,,,
suicintdie,0,,,
yell_back,0,,,
rh_superiorparietal_meancurv,0,,,
hidden,0,,,
hard,0,,,
chip,0,,,
rh_temporalpole_meancurv,0,,,
rh_transversetemporal_meancurv,0,,,
nasty,0,,,
tantrum,0,,,
slap,0,,,
remorseful,0,,,
motto,0,,,
suicintact,0,,,
pout,0,,,
rh_inferiortemporal_thickness,0,,,
sins,0,,,
language,0,,,
laugh,0,,,
dislike_wk,0,,,
bossy,0,,,
boil,0,,,
joke,0,,,
fight,0,,,
needed,0,,,
failure_r,0,,,
rh_rostralanteriorcingulate_mean,0,,,
broke,0,,,
discouage,0,,,
rh_bankssts_meancurv,0,,,
sad,0,,,
bdhi_total,0,,,
bdhi_suspicion,0,,,
bdhi_resentment,0,,,
bang,0,,,
concede,0,,,
blow,0,,,
right_life,0,,,
rh_lateraloccipital_meancurv,0,,,
raise,0,,,
rh_medialorbitofrontal_meancurv,0,,,
enemies,0,,,
treat,0,,,
violence,0,,,
conscience,0,,,
poor,0,,,
raw,0,,,
rude,0,,,
threat,0,,,
respect,0,,,
jealous,0,,,
hit_first,0,,,
faint,0,,,
scared,0,,,
dying,0,,,
breath_diff,0,,,
shaky,0,,,
trembling,0,,,
choking,0,,,
terrified,0,,,
dizzy,0,,,
relax,0,,,
numbness,0,,,
colhdiv___777,0,,,
colhdiv___999,0,,,
colhdiv___5,0,,,
haveacc,0,,,
colhdiv___4,0,,,
thinkharm,0,,,
havevoice,0,,,
suicmethod,0,,,
suicmeans,0,,,
colhdiv___3,0,,,
suictime,0,,,
rh_parsopercularis_volume,0,,,
strike,0,,,
rh_precuneus_thickness,0,,,
gossip,0,,,
shirk,0,,,
argument,0,,,
dislike,0,,,
hate,0,,,
irritated,0,,,
opposite,0,,,
sulk,0,,,
hit,0,,,
rh_MeanThickness_thickness,0,,,
disagree,0,,,
friendly,0,,,
get_break,0,,,
mad,0,,,
harm,0,,,
unbear,0,,,
disapprove,0,,,
behind,0,,,
coming,0,,,
rh_lateraloccipital_volume,0,,,
rh_lateralorbitofrontal_volume,0,,,
temper,0,,,
presdrug___0,0,,,
normexp3m,0,,,
BrainSegVolNotVent,0,,,
othtob___4,0,,,
hypochtreatn___2,0,,,
hypochtreatn___3,0,,,
hypochtreatlife___0,0,,,
hypochtreatlife___1,0,,,
hypochtreatlife___2,0,,,
hypochtreatlife___3,0,,,
cig100,0,,,
othtob100,0,,,
othtob___1,0,,,
othtob___3,0,,,
othtob___5,0,,,
ucla6,0,,,
othtob___6,0,,,
othtob___999,0,,,
othtob___777,0,,,
SP_DEM_AD8_LessIntrst,0,,,
nicrep100,0,,,
diabd,0,,,
diabdtreat___1,0,,,
diabdtreat___2,0,,,
diabdtreat___3,0,,,
diabdtreat___4,0,,,
hypochtreatn___1,0,,,
hypochdtreat___3,0,,,
hypochd,0,,,
hyperttreatlife___3,0,,,
newexp,0,,,
ucla9,0,,,
ucla10,0,,,
startown,0,,,
doneday,0,,,
ucla14,0,,,
interested,0,,,
ucla16,0,,,
SP_DEM_AD8_Financial,0,,,
SP_DEM_AD8_ForgetMoYr,0,,,
ucla19,0,,,
ucla20,0,,,
hypertd,0,,,
hypertdtreat___1,0,,,
hypertdtreat___2,0,,,
hypertdtreat___3,0,,,
hyperttreatn___2,0,,,
hyperttreatn___3,0,,,
SP_DEM_AD8_LrnGadget,0,,,
hyperttreatlife___1,0,,,
hyperttreatlife___2,0,,,
diabdtreat___999,0,,,
diabdtreat___777,0,,,
diabtreatnow___1,0,,,
vulhrtd,0,,,
defibimp,0,,,
conghfd,0,,,
anginad,0,,,
conghd,0,,,
pervasd,0,,,
pervastreat___1,0,,,
pervastreat___2,0,,,
pervastreat___3,0,,,
pervastreat___4,0,,,
pervastreat___5,0,,,
pervastreat___999,0,,,
pervastreat___777,0,,,
stroketia,0,,,
stroketiatype___1,0,,,
stroketiatype___2,0,,,
stroketiatype___3,0,,,
stroketiatype___999,0,,,
stroketiatype___777,0,,,
endarter,0,,,
DEM_AD8_ForgetMoYr,0,,,
DEM_AD8_LrnGadget,0,,,
pacemak,0,,,
cardmyod,0,,,
DEM_AD8_ForgetAppt,0,,,
elechrtd,0,,,
diabtreatnow___3,0,,,
diabtreatnow___4,0,,,
diabtreatnow___999,0,,,
diabtreatnow___777,0,,,
myoinf,0,,,
cardarr,0,,,
cad,0,,,
carby,0,,,
DEM_AD8_Financial,0,,,
afibdtreat___0,0,,,
afibdtreat___1,0,,,
afibdtreat___2,0,,,
afibdtreat___3,0,,,
afibdtreat___999,0,,,
afibdtreat___777,0,,,
afibtreatever___0,0,,,
afibtreatever___1,0,,,
afibtreatever___2,0,,,
afibtreatever___3,0,,,
afibtreatever___999,0,,,
afibtreatever___777,0,,,
friends,0,,,
ucla5,0,,,
drugprname___1,0,,,
illdrug_sp___2,0,,,
cortisone_where___6,0,,,
alctreat_sp___1,0,,,
alctreat_sp___2,0,,,
alctreat_sp___3,0,,,
alctreat_sp___4,0,,,
alctreat_sp___5,0,,,
alctreat_sp___6,0,,,
Right_WM_hypointensities,0,,,
alctreat_sp___777,0,,,
illdrug_sp___1,0,,,
illdrug_sp___3,0,,,
ucla3,0,,,
illdrug_sp___4,0,,,
illdrug_sp___5,0,,,
illdrug_sp___6,0,,,
illdrug_sp___7,0,,,
illdrug_sp___8,0,,,
presdrug_sp___1,0,,,
presdrug_sp___2,0,,,
Left_WM_hypointensities,0,,,
presdrug_sp___4,0,,,
_5th_Ventricle,0,,,
cortisone_where___5,0,,,
cortisone_where___4,0,,,
Left_non_WM_hypointensities,0,,,
cortisone_where___2,0,,,
drugprname___2,0,,,
drugprname___3,0,,,
drugprname___4,0,,,
drugprname___5,0,,,
drugprname___6,0,,,
drugprname___7,0,,,
drugprname___8,0,,,
drugprname___9,0,,,
drugprname___10,0,,,
performuse,0,,,
toradol_exp_when___1,0,,,
toradol_exp_when___2,0,,,
toradol_ctl_when___1,0,,,
toradol_ctl_when___2,0,,,
toradol_ctl_when___3,0,,,
cortisone_exp_when___1,0,,,
CC_Mid_Anterior,0,,,
cortisone_ctl_when___1,0,,,
cortisone_ctl_when___2,0,,,
Right_non_WM_hypointensities,0,,,
cortisone_where___1,0,,,
drugprname_sp___1,0,,,
drugprname_sp___2,0,,,
drugprname_sp___3,0,,,
medmiss_19___1,0,,,
medmiss_21___1,0,,,
medmiss_22___1,0,,,
medmiss_23___1,0,,,
medmiss_24___1,0,,,
medmiss_25___1,0,,,
medmiss_26___1,0,,,
medmiss_27___1,0,,,
medmiss_28___1,0,,,
medmiss_29___1,0,,,
medmiss_30___1,0,,,
Right_Cerebellum_Cortex,0,,,
headneckcar,0,,,
headneckfight,0,,,
nearblast,0,,,
concussover65,0,,,
Left_Caudate,0,,,
Left_Cerebellum_Cortex,0,,,
timepoint_aseg,0,,,
e4_carrier,0,,,
afnototint,0,,,
understanding,0,,,
medmiss_20___1,0,,,
medmiss_18___1,0,,,
drugprname_sp___4,0,,,
medmiss_17___1,0,,,
drugprname_sp___5,0,,,
drugprname_sp___6,0,,,
drugprname_sp___7,0,,,
drugprname_sp___9,0,,,
drugprname_sp___10,0,,,
anymeds,0,,,
medmiss_1___1,0,,,
medmiss_2___1,0,,,
medmiss_3___1,0,,,
medmiss_4___1,0,,,
medmiss_5___1,0,,,
medmiss_6___1,0,,,
medmiss_7___1,0,,,
medmiss_8___1,0,,,
medmiss_9___1,0,,,
medmiss_10___1,0,,,
medmiss_11___1,0,,,
medmiss_12___1,0,,,
medmiss_14___1,0,,,
medmiss_15___1,0,,,
medmiss_16___1,0,,,
failure,0,,,
guilty,0,,,
rh_frontalpole_area,0,,,
pastmreas31___4,0,,,
pastmreas30___4,0,,,
pastmreas30___5,0,,,
pastmreas30___6,0,,,
pastmreas30___7,0,,,
pastmreas30___8,0,,,
pastmreas30___999,0,,,
pastmreas30___777,0,,,
pastmreas31___1,0,,,
pastmreas31___2,0,,,
pastmreas31___3,0,,,
pastmreas31___5,0,,,
pastmreas27___7,0,,,
pastmreas31___6,0,,,
pastmreas31___7,0,,,
pastmreas31___8,0,,,
pastmreas31___999,0,,,
pastmreas31___777,0,,,
pastmreas32___1,0,,,
pastmreas32___2,0,,,
pastmreas32___3,0,,,
pastmreas32___4,0,,,
pastmreas32___5,0,,,
pastmreas30___3,0,,,
pastmreas30___2,0,,,
pastmreas30___1,0,,,
pastmreas29___777,0,,,
pastmreas27___999,0,,,
pastmreas27___777,0,,,
pastmreas28___1,0,,,
pastmreas28___2,0,,,
pastmreas28___3,0,,,
pastmreas28___4,0,,,
pastmreas28___5,0,,,
pastmreas28___6,0,,,
pastmreas28___7,0,,,
pastmreas28___8,0,,,
pastmreas28___999,0,,,
pastmreas28___777,0,,,
pastmreas29___1,0,,,
pastmreas29___2,0,,,
pastmreas29___3,0,,,
pastmreas29___4,0,,,
pastmreas29___5,0,,,
pastmreas29___6,0,,,
pastmreas29___7,0,,,
pastmreas29___8,0,,,
pastmreas29___999,0,,,
pastmreas32___6,0,,,
pastmreas32___7,0,,,
pastmreas32___8,0,,,
pastmreas35___3,0,,,
pastmreas35___5,0,,,
pastmreas35___6,0,,,
pastmreas35___7,0,,,
pastmreas35___8,0,,,
pastmreas35___999,0,,,
pastmreas35___777,0,,,
pastmreas36___1,0,,,
pastmreas36___2,0,,,
pastmreas36___3,0,,,
pastmreas36___4,0,,,
pastmreas36___5,0,,,
pastmreas36___6,0,,,
pastmreas36___7,0,,,
pastmreas36___8,0,,,
pastmreas36___999,0,,,
pastmreas36___777,0,,,
pastmreas37___1,0,,,
pastmreas37___2,0,,,
pastmreas37___3,0,,,
pastmreas37___4,0,,,
pastmreas37___5,0,,,
pastmreas35___4,0,,,
pastmreas35___2,0,,,
pastmreas32___999,0,,,
pastmreas35___1,0,,,
pastmreas32___777,0,,,
pastmreas33___1,0,,,
pastmreas33___2,0,,,
pastmreas33___3,0,,,
pastmreas33___4,0,,,
pastmreas33___5,0,,,
pastmreas33___6,0,,,
pastmreas33___7,0,,,
pastmreas33___8,0,,,
pastmreas33___999,0,,,
pastmreas33___777,0,,,
pastmreas34___1,0,,,
pastmreas34___2,0,,,
pastmreas34___3,0,,,
pastmreas34___4,0,,,
pastmreas34___5,0,,,
pastmreas34___6,0,,,
pastmreas34___7,0,,,
pastmreas34___8,0,,,
pastmreas34___999,0,,,
pastmreas34___777,0,,,
pastmreas27___8,0,,,
pastmreas27___6,0,,,
pastmreas37___7,0,,,
pastmreas21___4,0,,,
pastmreas20___4,0,,,
pastmreas20___5,0,,,
pastmreas20___6,0,,,
pastmreas20___7,0,,,
pastmreas20___8,0,,,
pastmreas20___999,0,,,
pastmreas20___777,0,,,
pastmreas21___1,0,,,
pastmreas21___2,0,,,
pastmreas21___3,0,,,
pastmreas21___5,0,,,
pastmreas27___5,0,,,
crntm___4,0,,,
pastmreas21___6,0,,,
pastmreas21___7,0,,,
pastmreas21___8,0,,,
pastmreas21___999,0,,,
pastmreas21___777,0,,,
pastmreas22___1,0,,,
pastmreas22___2,0,,,
pastmreas22___3,0,,,
pastmreas22___4,0,,,
pastmreas20___3,0,,,
pastmreas20___2,0,,,
pastmreas20___1,0,,,
pastmreas19___777,0,,,
pastmreas17___999,0,,,
pastmreas17___777,0,,,
pastmreas18___1,0,,,
pastmreas18___2,0,,,
pastmreas18___3,0,,,
pastmreas18___4,0,,,
pastmreas18___5,0,,,
pastmreas18___6,0,,,
pastmreas18___7,0,,,
pastmreas18___8,0,,,
pastmreas18___999,0,,,
pastmreas18___777,0,,,
pastmreas19___1,0,,,
pastmreas19___2,0,,,
pastmreas19___3,0,,,
pastmreas19___4,0,,,
pastmreas19___5,0,,,
pastmreas19___6,0,,,
pastmreas19___7,0,,,
pastmreas19___8,0,,,
pastmreas19___999,0,,,
pastmreas22___5,0,,,
pastmreas22___6,0,,,
pastmreas22___7,0,,,
pastmreas25___2,0,,,
pastmreas25___4,0,,,
pastmreas25___5,0,,,
pastmreas25___6,0,,,
pastmreas25___7,0,,,
pastmreas25___8,0,,,
pastmreas25___999,0,,,
pastmreas25___777,0,,,
pastmreas26___1,0,,,
pastmreas26___2,0,,,
pastmreas26___3,0,,,
pastmreas26___4,0,,,
pastmreas26___5,0,,,
pastmreas26___6,0,,,
pastmreas26___7,0,,,
pastmreas26___8,0,,,
pastmreas26___999,0,,,
pastmreas26___777,0,,,
pastmreas27___1,0,,,
pastmreas27___2,0,,,
pastmreas27___3,0,,,
pastmreas27___4,0,,,
pastmreas25___3,0,,,
pastmreas25___1,0,,,
pastmreas22___8,0,,,
pastmreas24___777,0,,,
pastmreas22___999,0,,,
pastmreas22___777,0,,,
pastmreas23___1,0,,,
pastmreas23___2,0,,,
pastmreas23___3,0,,,
pastmreas23___4,0,,,
pastmreas23___5,0,,,
pastmreas23___6,0,,,
pastmreas23___7,0,,,
pastmreas23___8,0,,,
pastmreas23___999,0,,,
pastmreas23___777,0,,,
pastmreas24___1,0,,,
pastmreas24___2,0,,,
pastmreas24___3,0,,,
pastmreas24___4,0,,,
pastmreas24___5,0,,,
pastmreas24___6,0,,,
pastmreas24___7,0,,,
pastmreas24___8,0,,,
pastmreas24___999,0,,,
pastmreas37___6,0,,,
pastmreas37___8,0,,,
suicide,0,,,
paststreas4___8,0,,,
paststreas3___8,0,,,
paststreas3___999,0,,,
paststreas3___777,0,,,
paststreas4___1,0,,,
paststreas4___2,0,,,
paststreas4___3,0,,,
paststreas4___4,0,,,
paststreas4___5,0,,,
paststreas4___6,0,,,
paststreas4___7,0,,,
paststreas4___999,0,,,
paststreas1___1,0,,,
paststreas4___777,0,,,
paststreas5___1,0,,,
paststreas5___2,0,,,
paststreas5___3,0,,,
paststreas5___4,0,,,
paststreas5___5,0,,,
paststreas5___6,0,,,
paststreas5___7,0,,,
paststreas5___8,0,,,
paststreas5___999,0,,,
paststreas3___7,0,,,
paststreas3___6,0,,,
paststreas3___5,0,,,
paststreas3___4,0,,,
paststreas1___3,0,,,
paststreas1___4,0,,,
paststreas1___5,0,,,
paststreas1___6,0,,,
paststreas1___7,0,,,
paststreas1___8,0,,,
paststreas1___999,0,,,
paststreas1___777,0,,,
paststreas2___1,0,,,
paststreas2___2,0,,,
paststreas2___3,0,,,
paststreas2___4,0,,,
paststreas2___5,0,,,
paststreas2___6,0,,,
paststreas2___7,0,,,
paststreas2___8,0,,,
paststreas2___999,0,,,
paststreas2___777,0,,,
paststreas3___1,0,,,
paststreas3___2,0,,,
paststreas3___3,0,,,
paststreas5___777,0,,,
badmem,0,,,
payatt,0,,,
rh_caudalanteriorcingulate_area,0,,,
rh_cuneus_area,0,,,
break,0,,,
lucky,0,,,
dark,0,,,
succeed,0,,,
forever,0,,,
better,0,,,
enthsm,0,,,
violself,0,,,
weapon,0,,,
troubpol,0,,,
destprop,0,,,
rh_parsorbitalis_area,0,,,
physfight,0,,,
tired_f,0,,,
concentr,0,,,
irritate,0,,,
no_energy,0,,,
rh_superiorfrontal_area,0,,,
agitate,0,,,
cry,0,,,
past,0,,,
unpleasant,0,,,
happygo,0,,,
langcom,0,,,
makeup,0,,,
physreac,0,,,
taskcare,0,,,
blame,0,,,
no_use,0,,,
lostint,0,,,
good_time,0,,,
troubleexp,0,,,
irrbeh,0,,,
manyrisks,0,,,
superalert,0,,,
jumpy,0,,,
vague,0,,,
staysleep,0,,,
emissionscanprocessingcategory_r,0,,,
satisf,0,,,
foolish,0,,,
activout,0,,,
work_out,0,,,
toilet,0,,,
behchange,0,,,
paststreas1___2,0,,,
paststm___777,0,,,
pastmreas37___999,0,,,
pastapmreas2___5,0,,,
pastapmreas1___5,0,,,
pastapmreas1___6,0,,,
pastapmreas1___7,0,,,
pastapmreas1___8,0,,,
pastapmreas1___999,0,,,
pastapmreas1___777,0,,,
pastapmreas2___1,0,,,
pastapmreas2___2,0,,,
pastapmreas2___3,0,,,
pastapmreas2___4,0,,,
pastapmreas2___6,0,,,
paststm___999,0,,,
pastapmreas2___7,0,,,
pastapmreas2___8,0,,,
pastapmreas2___999,0,,,
pastapmreas2___777,0,,,
pastapmreas3___1,0,,,
pastapmreas3___2,0,,,
pastapmreas3___3,0,,,
pastapmreas3___4,0,,,
pastapmreas3___5,0,,,
pastapmreas3___6,0,,,
pastapmreas1___4,0,,,
pastapmreas1___3,0,,,
pastapmreas1___2,0,,,
pastapmreas1___1,0,,,
pastmreas37___777,0,,,
pastmreas38___1,0,,,
pastmreas38___2,0,,,
pastmreas38___3,0,,,
pastmreas38___4,0,,,
pastmreas38___5,0,,,
pastmreas38___6,0,,,
pastmreas38___7,0,,,
pastmreas38___8,0,,,
pastmreas38___999,0,,,
pastmreas38___777,0,,,
pastap,0,,,
pastapm___1,0,,,
pastapm___2,0,,,
pastapm___3,0,,,
pastapm___4,0,,,
pastapm___5,0,,,
pastapm___6,0,,,
pastapm___7,0,,,
pastapm___999,0,,,
pastapm___777,0,,,
pastapmreas3___7,0,,,
pastapmreas3___8,0,,,
pastapmreas3___999,0,,,
pastapmreas6___4,0,,,
pastapmreas6___6,0,,,
pastapmreas6___7,0,,,
pastapmreas6___8,0,,,
pastapmreas6___999,0,,,
pastapmreas6___777,0,,,
pastapmreas7___1,0,,,
pastapmreas7___2,0,,,
savereg,0,,,
pastapmreas7___4,0,,,
pastapmreas7___5,0,,,
pastapmreas7___6,0,,,
pastapmreas7___7,0,,,
pastapmreas7___8,0,,,
pastapmreas7___999,0,,,
pastapmreas7___777,0,,,
pastst,0,,,
paststm___1,0,,,
paststm___2,0,,,
paststm___3,0,,,
paststm___4,0,,,
paststm___5,0,,,
pastapmreas6___5,0,,,
pastapmreas6___3,0,,,
pastapmreas3___777,0,,,
pastapmreas6___2,0,,,
pastapmreas4___1,0,,,
pastapmreas4___2,0,,,
pastapmreas4___3,0,,,
pastapmreas4___4,0,,,
pastapmreas4___5,0,,,
pastapmreas4___6,0,,,
pastapmreas4___7,0,,,
pastapmreas4___8,0,,,
pastapmreas4___999,0,,,
pastapmreas4___777,0,,,
pastapmreas5___1,0,,,
pastapmreas5___2,0,,,
pastapmreas5___3,0,,,
pastapmreas5___4,0,,,
pastapmreas5___5,0,,,
pastapmreas5___6,0,,,
pastapmreas5___7,0,,,
pastapmreas5___8,0,,,
pastapmreas5___999,0,,,
pastapmreas5___777,0,,,
pastapmreas6___1,0,,,
crntm___5,0,,,
ragedtreat___5,0,,,
crntm___3,0,,,
mgdaddemdiag___7,0,,,
mgmomdemdiag___10,0,,,
mgmomdemdiag___999,0,,,
mgmomdemdiag___777,0,,,
mgdaddem,0,,,
mgdaddemdiag___1,0,,,
mgdaddemdiag___2,0,,,
mgdaddemdiag___3,0,,,
mgdaddemdiag___4,0,,,
